iter	Accuracy	Logloss
185	0.9916782943	0.0435687006
186	0.9916794036	0.04331177574
187	0.9916871721	0.04302280782
188	0.9916900577	0.04283119802
189	0.9917243584	0.04266892548
190	0.9917464498	0.04230270276
191	0.9917645427	0.04216383647
192	0.9917334648	0.04195724296
193	0.9917171445	0.04153728207
194	0.9917299085	0.0413998606
195	0.9917232492	0.0412922035
196	0.9918118174	0.04113653767
197	0.9918118174	0.04108895565
198	0.9918146919	0.04087132742
199	0.9917971536	0.04074119798
200	0.9918202382	0.04064334278
201	0.9918699636	0.04045951592
202	0.9918389981	0.04001482602
203	0.991836997	0.03980261863
204	0.9918334444	0.03974501877
205	0.9918003727	0.03954016731
206	0.9918473176	0.03927655505
207	0.991833999	0.03903634471
208	0.9917790645	0.03891960765
209	0.9917660794	0.0386166615
210	0.991784281	0.03851057133
211	0.9917878336	0.03809058585
212	0.991728357	0.03776028059
213	0.9917262471	0.03758517593
214	0.9917314637	0.03744066119
215	0.9917282446	0.03730675685
216	0.9917668625	0.03721328164
217	0.9917556538	0.03703513881
218	0.9917608703	0.03677650091
219	0.9917553203	0.03653061666
220	0.9918545389	0.03648611332
221	0.991852208	0.03641955747
222	0.9918556482	0.03633110983
223	0.9918514322	0.03616926903
224	0.991875521	0.03603509884
225	0.9918383421	0.03575701303
226	0.9918608684	0.03563214252
227	0.9918856168	0.03560444797
228	0.9919029302	0.03537037926
229	0.9918938276	0.03526880862
230	0.9919418891	0.03512255886
231	0.9919283494	0.03490929923
232	0.9919555449	0.03473953814
233	0.9919426723	0.03454662862
234	0.9919337945	0.03425086936
235	0.9919343491	0.03420132345
236	0.9919402363	0.03404362201
237	0.9919457864	0.03400373071
238	0.991997944	0.03389461843
239	0.991989842	0.03384410935
240	0.9919892873	0.03377898218
241	0.9920667629	0.03374175868
242	0.992096398	0.03337969267
243	0.9921057218	0.03330279642
244	0.9920996171	0.03322374419
245	0.9920823	0.0331723193
246	0.9921069397	0.03299954377
247	0.9921026114	0.03297681352
248	0.9921081614	0.03291515029
249	0.9921171516	0.03289439234
250	0.9921443471	0.03277255336
251	0.9923953126	0.03253891193
252	0.9924379328	0.0325075036
253	0.9923822151	0.03230427607
254	0.9924151855	0.0322018891
255	0.9924389334	0.03197503176
256	0.9924363813	0.03189237885
257	0.9924903264	0.03182692415
258	0.9924862192	0.03178482855
259	0.9925492595	0.03158982399
260	0.9925530332	0.03143196864
261	0.9925737868	0.03127059306
262	0.9926113029	0.03112265763
263	0.9926322814	0.03104491599
264	0.9926115314	0.0308589167
265	0.9926783381	0.03075275182
266	0.9926935454	0.03064528584
267	0.9926946546	0.0303468373
268	0.9926939876	0.03021707509
269	0.9927466023	0.03014995729
270	0.9927639157	0.03004158248
271	0.9928398398	0.02993422985
272	0.9928380635	0.02973672241
273	0.9928518243	0.02947088784
274	0.9928699134	0.02932980899
275	0.9928796794	0.02911550465
276	0.9928743505	0.02901477249
277	0.9928755722	0.02894654205
278	0.9928619201	0.02879443077
279	0.9929093109	0.02863376552
280	0.99299267	0.02848713935
281	0.9929786843	0.02844764917
282	0.9930717983	0.02835534738
283	0.9930787911	0.02830446831
284	0.9931089809	0.02827446097
285	0.9931093107	0.02823161304
286	0.9931254062	0.02818403973
287	0.9931410557	0.02804403687
288	0.9931538196	0.02800297012
289	0.9931772377	0.02797880733
290	0.9931957691	0.02784324642
291	0.9931945474	0.0277868978
292	0.9932064232	0.02775676147
293	0.9931934382	0.02773787672
294	0.9932257341	0.02766316565
295	0.9932361671	0.02760467376
296	0.9932438232	0.02750355795
297	0.9932741217	0.02742691745
298	0.9932775619	0.02736911034
299	0.9932705691	0.02733751616
300	0.9932869944	0.02730976067
301	0.9933014222	0.02728109824
302	0.9932982031	0.02711147771
303	0.9932908768	0.02709567186
304	0.9933006428	0.02698170184
305	0.99332728	0.02677214057
306	0.9933334933	0.02667027767
307	0.9933343815	0.02665059512
308	0.9933320505	0.02651850656
309	0.9933465908	0.02641251061
310	0.9933339429	0.02630434208
311	0.99340742	0.026224667
312	0.9934221776	0.02616958387
313	0.9934275029	0.02612104133
314	0.9934486987	0.02596390283
315	0.9934382657	0.02593082099
316	0.9934385992	0.02589919957
317	0.9934434785	0.02577007667
318	0.9934536904	0.02572063126
319	0.9934716709	0.02569333086
320	0.9935221683	0.02566932737
321	0.9935221683	0.02564134544
322	0.9935390395	0.02562474193
323	0.9935569076	0.02551818108
324	0.9935758849	0.02542976098
325	0.9935751091	0.02539799063
326	0.9936126216	0.02537742347
327	0.9936539077	0.02529130668
328	0.9936567932	0.02526860022
329	0.993620836	0.02513037836
330	0.9936360396	0.02510235154
331	0.9936253818	0.02507728466
332	0.9936325957	0.0250267631
333	0.9936260451	0.02489756378
334	0.9936304785	0.0248210242
335	0.9936421332	0.02479481277
336	0.9936496806	0.02477328658
337	0.9936538966	0.0247248853
338	0.9936553394	0.02468582711
339	0.9936591131	0.02466463474
340	0.9936675487	0.02464814413
341	0.9936666605	0.02454276436
342	0.993679758	0.02452459261
343	0.9936750961	0.02444202297
344	0.9936962957	0.02441737806
345	0.9936962957	0.02436081337
346	0.9936966292	0.02434191283
347	0.9937271525	0.02431659746
348	0.9937362477	0.02423111823
349	0.9937513426	0.02413341648
350	0.9937545617	0.02411760795
351	0.9938319286	0.02405309918
352	0.9938238265	0.02399789146
353	0.9938118383	0.0239838713
354	0.9938202739	0.0239668611
355	0.9938150574	0.02394908044
356	0.9938179429	0.02384498569
357	0.9938208285	0.02380325791
358	0.9938125016	0.02374541277
359	0.9938078397	0.02370367517
360	0.9938081733	0.02367407736
361	0.9938182728	0.02365808274
362	0.9938569018	0.0235813899
363	0.9938807621	0.02353077523
364	0.9938793193	0.02352402611
365	0.9938866457	0.02350456293
366	0.9938954148	0.02346362051
367	0.9938887555	0.02344366902
368	0.9938887555	0.02344316974
369	0.993919721	0.02334830807
370	0.9939295994	0.0233118379
371	0.9939357041	0.0232994934
372	0.9939371468	0.02323923256
373	0.9939409206	0.02322611411
374	0.9939442521	0.02312243773
375	0.9939559068	0.02307853441
376	0.9939573495	0.02307469925
377	0.9939645635	0.02304114145
378	0.9939590134	0.02300537638
379	0.9939665609	0.0229918278
380	0.9939665609	0.02298549366
381	0.9939665609	0.02298549142
382	0.9939717774	0.02297171778
383	0.9939719985	0.02283112899
384	0.9939734413	0.02281917114
385	0.9939754387	0.02280744796
386	0.9939777696	0.02275810844
387	0.9939774361	0.0226839427
388	0.9939812098	0.02265598146
389	0.993976548	0.02261911595
390	0.9939844289	0.02260770631
391	0.9939914217	0.02259338006
392	0.9939943073	0.02248384497
393	0.9939954166	0.02242454427
394	0.9940113996	0.02240837378
395	0.9940137306	0.02237046007
396	0.9940099568	0.02235355643
397	0.9940175043	0.02227629311
398	0.9940151733	0.02221065389
399	0.9940128424	0.0221992718
400	0.9940105115	0.02218805403
401	0.9940137306	0.02206672813
402	0.9940142852	0.02206019767
403	0.9940195017	0.02198940476
404	0.9940195017	0.02197312534
405	0.9940209445	0.02193788124
406	0.9940186135	0.02193441427
407	0.9940209445	0.02182423401
408	0.9940175043	0.02178849902
409	0.9940151733	0.0217827626
410	0.9940334873	0.02176577158
411	0.9940542409	0.02175076288
412	0.9940733307	0.02169972342
413	0.9940869828	0.0216612219
414	0.9940826544	0.02165818338
415	0.9940867617	0.02165214156
416	0.9940833214	0.02151732283
417	0.9940879833	0.02148984687
418	0.9940960854	0.021457742
419	0.994098971	0.02144575247
420	0.9940980828	0.0213488422
421	0.9940948637	0.02129620008
422	0.9940916446	0.02126311213
423	0.9941274968	0.02121649495
424	0.9941536918	0.021200094
425	0.9941554681	0.02118577302
426	0.9941653465	0.02117171132
427	0.9941798867	0.02115841533
428	0.9941798867	0.0210345649
429	0.9941868795	0.02102159376
430	0.9941851032	0.02101125911
431	0.9941802203	0.02095792578
432	0.9942006404	0.02091891424
433	0.9942044141	0.02091433263
434	0.9942044141	0.02091427106
435	0.9942181749	0.02084174357
436	0.9942309388	0.02083160745
437	0.9942267229	0.02079374735
438	0.9942346039	0.02078599572
439	0.9942369348	0.02077988305
440	0.9942954293	0.02074192507
441	0.9942989819	0.02070013652
442	0.9943036438	0.02066452421
443	0.9943316151	0.02065710584
444	0.9943272867	0.02063814745
445	0.9943208485	0.02062329083
446	0.9943214032	0.02059647984
447	0.9943214032	0.02059646553
448	0.9943168537	0.02052647508
449	0.9943296176	0.02050391428
450	0.9943249558	0.02049061281
451	0.9943217367	0.02049046299
452	0.9943188511	0.02048592403
453	0.994323513	0.02047064674
454	0.9943505961	0.02044742798
455	0.9943581435	0.02038420699
456	0.9943555915	0.02037398469
457	0.9943596987	0.02035963969
458	0.9943669126	0.02032856116
459	0.9943751271	0.02031501524
460	0.9943765699	0.02030327801
461	0.9943783462	0.02028148603
462	0.9943756818	0.02021975962
463	0.9943692436	0.0201776513
464	0.9943845596	0.02012646958
465	0.9944101999	0.02011711968
466	0.9943986576	0.02009135571
467	0.9943989911	0.01997722471
468	0.99439877	0.01986908863
469	0.9943964391	0.01974215736
470	0.9944124221	0.01966951812
471	0.9944261866	0.01965382696
472	0.9944401722	0.01964044637
473	0.9944401722	0.01960846731
474	0.9944503841	0.01948940103
475	0.9944471651	0.01944497178
476	0.9944518269	0.01943351016
477	0.9944419486	0.01941670748
478	0.9944453888	0.01940156351
479	0.9944468315	0.01935957938
480	0.9944477197	0.01935395148
481	0.9944491625	0.01934857314
482	0.9944477197	0.01933968121
483	0.9944500506	0.01928776468
484	0.9944570434	0.0192774844
485	0.9944665883	0.01921310482
486	0.9944741357	0.01917556488
487	0.9944674765	0.01908443339
488	0.9944698074	0.01908111125
489	0.9944645909	0.01904050669
490	0.9944645909	0.01904048602
491	0.9944692528	0.01902387451
492	0.9944701409	0.01901428719
493	0.9944692528	0.01900621537
494	0.9944829049	0.01893899033
495	0.9944796858	0.01891793373
496	0.9944802404	0.01890237158
497	0.9944855693	0.01888464568
498	0.9944963359	0.01887724782
499	0.9944963359	0.01881627138
500	0.9944957812	0.01877816367
501	0.9945086576	0.01873391061
502	0.9945276386	0.01872050049
503	0.9945276386	0.01872048995
504	0.9945253077	0.01869816692
505	0.9945288603	0.01867319168
506	0.9945288603	0.01867317754
507	0.9945279721	0.01866514576
508	0.9945265293	0.01865378752
509	0.9945241984	0.01865167222
510	0.9945265293	0.0186371258
511	0.9945417366	0.01861633233
512	0.9945426248	0.01860944662
513	0.9945426248	0.01860820181
514	0.9945478413	0.01859480243
515	0.9945402938	0.01855519774
516	0.9945496176	0.01852674129
517	0.9945513939	0.01851966366
518	0.9945513939	0.01851882211
519	0.994559496	0.01850906466
520	0.9945548341	0.01850681217
521	0.9945903528	0.01848896218
522	0.9945865791	0.018389197
523	0.9945973456	0.01835888049
524	0.9945921291	0.01835620835
525	0.9945991219	0.01833912703
526	0.9945872461	0.01832761036
527	0.9945910198	0.01829997973
528	0.994602341	0.01829398607
529	0.994602341	0.01826096746
530	0.994602341	0.01826096626
531	0.9945927961	0.01825392149
532	0.9946096673	0.0182428651
533	0.9946096673	0.01823510092
534	0.9946119983	0.0182311036
535	0.9946125529	0.01822565563
536	0.9946161055	0.01821882077
537	0.99461877	0.01817659322
538	0.9946234318	0.01815686542
539	0.9946280937	0.01814291206
540	0.9946383056	0.01809802897
541	0.9946383056	0.01809112475
542	0.9946517366	0.01806300495
543	0.9946508484	0.01804815485
544	0.9946508484	0.01804813431
545	0.9946517366	0.01803663246
546	0.9946546222	0.01802442829
547	0.9946733784	0.01799872218
548	0.9946771521	0.01799482481
549	0.9946771521	0.01799481846
550	0.9946780402	0.01796438294
551	0.9946908042	0.01794326163
552	0.9946951325	0.01792293405
553	0.9946861423	0.01791836253
554	0.9946870305	0.01790535056
555	0.9946954661	0.01786449135
556	0.9946916923	0.01786330219
557	0.9946954661	0.01786074723
558	0.9946960207	0.01784982579
559	0.9947021254	0.01783535724
560	0.9947006826	0.0178347518
561	0.99471378	0.01778816278
562	0.99471378	0.01778815105
563	0.9947181084	0.01778372103
564	0.994710561	0.01778195597
565	0.994710561	0.01778195154
566	0.994710561	0.0177819013
567	0.9947128919	0.01777305961
568	0.9947277657	0.01776070855
569	0.9947300966	0.01775899305
570	0.9947315394	0.01775283192
571	0.9947362013	0.01774571596
572	0.994739975	0.01772436098
573	0.9947324275	0.01772151828
574	0.9947300966	0.01770792113
575	0.9947347585	0.01770599048
576	0.9947370894	0.01770319178
577	0.9947379776	0.01769639315
578	0.9947365348	0.01769304489
579	0.9947374229	0.01768865865
580	0.9947464132	0.01765967835
581	0.9947501869	0.01764458243
582	0.9947591771	0.0176204526
583	0.9947655029	0.01760623864
584	0.9947655029	0.01759285954
585	0.9947655029	0.01759283774
586	0.9947626173	0.01758876373
587	0.9947626173	0.01758875906
588	0.9947655029	0.01758366322
589	0.9947626173	0.01757819431
590	0.9947626173	0.01757595592
591	0.9947626173	0.01757594752
592	0.994766391	0.01757021039
593	0.9947766029	0.01754820898
594	0.9947728292	0.01753717142
595	0.9947766029	0.01753219055
596	0.9947710529	0.01752775673
597	0.9947733839	0.01751931711
598	0.9947823741	0.01748901236
599	0.9947823741	0.01748901236
600	0.9947823741	0.01748837379
601	0.9947823741	0.01748806105
602	0.9947823741	0.01748806021
603	0.9947805978	0.01747271989
604	0.9947782668	0.01747123375
605	0.9947782668	0.01747120921
606	0.9947805978	0.01746037127
607	0.9947863689	0.01743792772
608	0.9947892545	0.01743350617
609	0.9947892545	0.01743349944
610	0.9947892545	0.01743348871
611	0.9947915854	0.01743154672
612	0.9948009092	0.01741506316
613	0.9948026855	0.01740378865
614	0.9948026855	0.01740377821
615	0.9947956927	0.01738350312
616	0.9947980236	0.01736926314
617	0.9948050164	0.01735824034
618	0.9948073474	0.01734597923
619	0.994813452	0.01733748664
620	0.9948152283	0.01733469727
621	0.9948152283	0.01733468671
622	0.9948157829	0.01732971943
623	0.9948120092	0.01732518528
624	0.9948157829	0.01732230376
625	0.9948181139	0.01730960882
626	0.9948242185	0.01730071189
627	0.9948242185	0.01730070843
628	0.994819002	0.01729895574
629	0.9948251067	0.01729189192
630	0.9948274376	0.01728700924
631	0.9948181139	0.01727030336
632	0.9948172257	0.01722301238
633	0.9948279923	0.01719971652
634	0.9948204448	0.01719376277
635	0.9948218876	0.01718938908
636	0.994837316	0.01717978556
637	0.9948410897	0.0171745889
638	0.9948410897	0.01717458826
639	0.994839647	0.01716239947
640	0.994839647	0.01716239883
641	0.994839647	0.01711519572
642	0.9948382042	0.01711084212
643	0.9948466398	0.01710213325
644	0.9948567393	0.01709190757
645	0.9948527444	0.01706116644
646	0.9948550754	0.01705409361
647	0.9948565181	0.01704562197
648	0.9948631774	0.01700596062
649	0.9948561846	0.01699641393
650	0.9948561846	0.01698948115
651	0.9948669512	0.01697264204
652	0.9948669512	0.01697262732
653	0.9948678393	0.01696686697
654	0.9948663965	0.01696260738
655	0.9948678393	0.01695702135
656	0.9948778301	0.01694594076
657	0.9948792729	0.01693703958
658	0.9948988085	0.01692681906
659	0.9949005848	0.01691850047
660	0.9948982539	0.01691090066
661	0.9949095751	0.01689772702
662	0.9949151251	0.01689095189
663	0.9949056926	0.01684303266
664	0.9949024735	0.01682714906
665	0.9949286685	0.01680708124
666	0.9949327757	0.01680097747
667	0.9949327757	0.01680097521
668	0.9949379922	0.01679384069
669	0.9949412113	0.01675320634
670	0.9949453186	0.01674469847
671	0.9949531995	0.01667017665
672	0.9949621898	0.01666164425
673	0.9949674063	0.01664868565
674	0.9949749537	0.01664334839
675	0.9949746202	0.01663832543
676	0.9949805037	0.01663474366
677	0.9949921584	0.01662230224
678	0.9949874965	0.01660604175
679	0.9949851656	0.01660603579
680	0.9949860538	0.01660249143
681	0.9949977085	0.01659826266
682	0.9950096967	0.0165885345
683	0.9950446607	0.01656926041
684	0.9950475463	0.01655339469
685	0.9950428844	0.01654609062
686	0.9950428844	0.01654074838
687	0.9950481009	0.01653193082
688	0.9950509865	0.01652550545
689	0.9950804005	0.01649489913
690	0.9950776274	0.01645753153
691	0.995075851	0.01637715786
692	0.9950749629	0.01637235507
693	0.9950842866	0.01636898105
694	0.9950810676	0.01636111692
695	0.9950825103	0.01636104847
696	0.9950833985	0.01635672133
697	0.995078182	0.0163541062
698	0.9950767392	0.0163399488
699	0.9950767392	0.01633875537
700	0.9950787366	0.01633353603
701	0.9950842866	0.01632680304
702	0.9950805129	0.01632120122
703	0.9950819557	0.01631552879
704	0.9950819557	0.01631544948
705	0.9950819557	0.01631535009
706	0.9950819557	0.01631534311
707	0.9950805129	0.01630314374
708	0.9950866176	0.01629946837
709	0.9950842866	0.01629229613
710	0.9950828439	0.01628222984
711	0.995083732	0.01627509086
712	0.9950814011	0.0162647757
713	0.9950925011	0.01624969571
714	0.9950901702	0.01623045522
715	0.9951023795	0.01622288612
716	0.9951122579	0.01621842801
717	0.9951122579	0.01620917681
718	0.9951052651	0.01620723921
719	0.9951156981	0.01618986466
720	0.9951122579	0.01617735743
721	0.995115477	0.01617322606
722	0.995115477	0.01616136216
723	0.9951079295	0.01615413792
724	0.9951140342	0.01613140516
725	0.9951123703	0.01611184571
726	0.995116144	0.01610347388
727	0.9951175868	0.01610260659
728	0.9951138131	0.01609737106
729	0.9951243585	0.01609092547
730	0.995129575	0.01608405526
731	0.995135125	0.01607791443
732	0.9951406751	0.01605749715
733	0.9951361256	0.01601706277
734	0.9951366802	0.01601623168
735	0.9951349039	0.01601125504
736	0.9951375684	0.01600069141
737	0.9951431184	0.01599351175
738	0.9951425638	0.01598957233
739	0.9951495566	0.01597596106
740	0.9951518875	0.01597108801
741	0.9951472256	0.01596613462
742	0.995146671	0.01596354768
743	0.9951454493	0.0159284568
744	0.995164985	0.01591839095
745	0.9951655396	0.01588451987
746	0.9951658731	0.01585446884
747	0.9951717567	0.01582144199
748	0.9951694258	0.01580143176
749	0.9951787495	0.01578631445
750	0.9952104945	0.01576945776
751	0.9952110491	0.01575827656
752	0.9952119373	0.0157527407
753	0.9952061661	0.01571556157
754	0.9952090517	0.01571028658
755	0.9952090517	0.01570620461
756	0.9952131589	0.01569828353
757	0.9952490111	0.01568487365
758	0.9952654364	0.01566795454
759	0.9952631055	0.01564750536
760	0.9952552245	0.01563500705
761	0.9952575554	0.01563186669
762	0.9952598864	0.01561025982
763	0.9952651029	0.0156020328
764	0.9952651029	0.01560203188
765	0.9952749813	0.01559158627
766	0.9952819741	0.01557988234
767	0.9952819741	0.01557987127
768	0.9952819741	0.01557986205
769	0.9952796431	0.01557643822
770	0.9952834169	0.01556805603
771	0.995289188	0.01556064888
772	0.9952985117	0.01555316246
773	0.995294738	0.01554582292
774	0.9953008427	0.0155411999
775	0.9953046164	0.01553882933
776	0.9953069473	0.01552966707
777	0.9953153829	0.01551530607
778	0.9953182685	0.01549763863
779	0.995299621	0.01546134265
780	0.9953094994	0.01545425182
781	0.9953109422	0.01544967541
782	0.995317935	0.01544198736
783	0.9953150494	0.01543049375
784	0.9953220422	0.01542686327
785	0.9953182685	0.01542156458
786	0.9953182685	0.01542153844
787	0.9953159376	0.01541836244
788	0.9953182685	0.01541392028
789	0.9953191567	0.01540874978
790	0.9953191567	0.01540874057
791	0.9953214876	0.01540248548
792	0.9953191567	0.01539702164
793	0.9953214876	0.01538970595
794	0.9953261495	0.01538287586
795	0.9953243732	0.01537549439
796	0.9953229304	0.01536517246
797	0.9953275923	0.01536320249
798	0.9953275923	0.01536320107
799	0.9953275923	0.01536319793
